ID,OfficialViols,AEP,RepairCount,RepairCost,ClassB_count,ClassB,ClassC_count,ClassC,SumViols,ViolsDiff
1,186,1,6,6017,67,67,45,45,112,74
2,169,1,7,2286,68,68,30,30,98,71
3,199,1,,,69,69,31,31,100,99
4,238,1,4,8722,75,75,40,40,115,123
5,108,1,14,105142.37,37,37,34,34,71,37
6,232,1,5,3134,105,105,23,23,128,104
7,672,1,20,68366.6,107,107,38,38,145,527
8,283,1,23,35157.03,91,91,61,61,152,131
9,280,1,5,2794,131,131,63,63,194,86
10,181,1,1,420,133,133,17,17,150,31
11,407,1,4,3355,107,107,27,27,134,273
12,143,1,6,3330,71,71,68,68,139,4
13,465,1,6,5718,115,115,17,17,132,333
14,473,1,2,7850,134,134,78,78,212,261
15,460,1,8,4959,105,105,83,83,188,272
16,191,1,4,4810.87,45,45,29,29,74,117
17,290,1,2,655,61,61,38,38,99,191
18,876,1,10,7038,144,144,37,37,181,695
19,694,1,42,29859.03,136,136,102,102,238,456
20,975,1,29,19374.6,81,81,29,29,110,865
21,393,1,12,7062,80,80,24,24,104,289
22,106,1,1,280,57,57,35,35,92,14
23,242,1,5,4009,82,82,40,40,122,120
24,806,1,6,2098.6,98,98,39,39,137,669
25,220,1,15,5650.8,139,139,40,40,179,41
26,215,1,15,932,104,104,22,22,126,89
27,294,1,7,3274,108,108,41,41,149,145
28,1008,1,29,25018.45,324,324,107,107,431,577
29,1141,1,44,184694.31,176,176,106,106,282,859
30,738,1,17,3543.9,78,78,26,26,104,634
31,744,1,54,39817.95,185,185,50,50,235,509
32,223,1,9,5366,87,87,29,29,116,107
33,1741,1,42,23593.2,93,93,76,76,169,1572
34,262,1,10,6298,160,160,19,19,179,83
35,379,1,9,3584.4,154,154,16,16,170,209
36,405,1,4,2275,124,124,25,25,149,256
37,816,1,27,7145.7,120,120,78,78,198,618
38,465,1,8,8163,83,83,31,31,114,351
39,1145,1,43,26923.7,158,158,132,132,290,855
40,1642,1,84,99013.03,382,382,145,145,527,1115
41,382,1,7,4272,98,98,33,33,131,251
42,923,1,23,10173.15,220,220,91,91,311,612
43,154,1,13,28007.54,36,36,32,32,68,86
44,556,1,11,10333,94,94,41,41,135,421
45,569,1,6,3519,105,105,34,34,139,430
46,307,1,25,8977.55,99,99,43,43,142,165
47,1220,1,48,37377.13,159,159,72,72,231,989
48,1823,1,64,60014.5,158,158,81,81,239,1584
49,286,1,32,32191.95,130,130,101,101,231,55
50,757,1,48,22889.4,106,106,36,36,142,615
51,323,1,5,4031.3,149,149,18,18,167,156
52,1026,1,35,26785.07,248,248,126,126,374,652
53,240,1,14,9916,96,96,26,26,122,118
54,726,1,7,1864.65,300,300,43,43,343,383
55,837,1,16,8318.1,151,151,33,33,184,653
56,798,1,58,54259,240,240,102,102,342,456
57,609,1,19,28082.8,107,107,36,36,143,466
58,803,1,36,23624,98,98,19,19,117,686
59,1855,1,75,44940.79,115,115,58,58,173,1682
60,441,1,16,3570.8,145,145,24,24,169,272
61,352,1,2,2651,82,82,17,17,99,253
62,1281,1,29,14262.55,243,243,68,68,311,970
63,4466,1,115,149903.31,478,478,179,179,657,3809
64,948,1,24,9033.45,144,144,59,59,203,745
65,750,1,34,10092.9,206,206,115,115,321,429
66,1062,1,72,80146,84,84,30,30,114,948
67,978,1,35,16966.43,200,200,101,101,301,677
68,347,1,8,3555,128,128,39,39,167,180
69,240,1,26,18309.2,45,45,21,21,66,174
70,57,1,10,19712,11,11,37,37,48,9
71,148,1,26,39006.68,46,46,49,49,95,53
72,367,1,23,12529.35,126,126,67,67,193,174
73,170,1,9,25850,103,103,27,27,130,40
74,1461,1,34,12284.7,252,252,78,78,330,1131
75,4792,1,138,102611.3,441,441,82,82,523,4269
76,1001,1,24,20970.2,166,166,37,37,203,798
77,264,1,17,13010.2,113,113,46,46,159,105
78,116,1,12,15721,33,33,18,18,51,65
79,1412,1,83,53152.67,189,189,69,69,258,1154
80,393,1,12,8482,230,230,39,39,269,124
81,961,1,21,30950.55,126,126,46,46,172,789
82,1031,1,13,7978.55,395,395,61,61,456,575
83,717,1,18,8178.6,202,202,29,29,231,486
84,435,1,17,7353,161,161,64,64,225,210
85,346,1,11,4746,126,126,34,34,160,186
86,1264,1,37,29991.5,226,226,109,109,335,929
87,866,1,12,4860.6,83,83,33,33,116,750
88,682,1,19,6420.05,158,158,134,134,292,390
89,222,1,3,221,59,59,13,13,72,150
90,273,1,7,852,61,61,36,36,97,176
91,702,1,16,5783.5,196,196,54,54,250,452
92,509,1,17,11407.45,79,79,36,36,115,394
93,386,1,16,12276.1,204,204,47,47,251,135
94,1020,1,16,5815.66,120,120,26,26,146,874
95,1272,1,50,65115.38,101,101,54,54,155,1117
96,1526,1,56,28861.25,257,257,125,125,382,1144
97,421,1,16,14397.2,74,74,20,20,94,327
98,1778,1,33,12706.7,152,152,169,169,321,1457
99,304,1,14,11089.4,119,119,32,32,151,153
100,997,1,19,5072.4,177,177,43,43,220,777
101,781,1,25,24123.2,83,83,58,58,141,640
102,1523,1,30,14809.45,639,639,181,181,820,703
103,1535,1,42,34006.2,358,358,122,122,480,1055
104,1305,1,40,15661.1,334,334,121,121,455,850
105,99,1,7,10620,31,31,14,14,45,54
106,39,1,14,9106,12,12,22,22,34,5
107,315,1,11,8939.61,173,173,28,28,201,114
108,1446,1,31,15792.9,519,519,96,96,615,831
109,923,1,39,30662.45,357,357,138,138,495,428
110,1260,1,13,13833.05,182,182,47,47,229,1031
111,149,1,22,37377.63,50,50,58,58,108,41
112,86,1,19,10345,30,30,19,19,49,37
113,370,1,14,20151.07,166,166,74,74,240,130
114,1291,1,45,34908.65,343,343,159,159,502,789
115,388,1,5,4718.7,168,168,25,25,193,195
116,628,1,25,7612.5,116,116,74,74,190,438
117,226,1,8,1650,118,118,21,21,139,87
118,1157,1,48,31972.9,324,324,98,98,422,735
119,511,1,28,15053,141,141,61,61,202,309
120,664,1,32,23541.65,164,164,62,62,226,438
121,336,1,17,32041.52,54,54,37,37,91,245
122,337,1,9,7274.75,100,100,32,32,132,205
123,908,1,16,11828.94,110,110,19,19,129,779
124,263,1,7,3372,77,77,36,36,113,150
125,476,1,4,2673,114,114,12,12,126,350
126,241,1,11,15939.03,123,123,28,28,151,90
127,355,1,14,5294,76,76,28,28,104,251
128,669,1,10,5582.84,126,126,68,68,194,475
129,620,1,22,29385.5,92,92,51,51,143,477
130,780,1,57,44976.18,93,93,20,20,113,667
131,2820,1,73,41425.35,473,473,90,90,563,2257
132,1151,1,14,6917.75,286,286,68,68,354,797
133,373,1,6,60246,100,100,18,18,118,255
134,982,1,24,14430.14,121,121,11,11,132,850
135,412,1,25,8238.98,118,118,56,56,174,238
136,640,1,25,26926.3,125,125,34,34,159,481
137,719,1,6,3636.56,81,81,27,27,108,611
138,486,1,21,9990,108,108,42,42,150,336
139,644,1,36,41716.05,136,136,55,55,191,453
140,284,1,6,5556,45,45,23,23,68,216
141,431,1,43,56696.06,86,86,51,51,137,294
142,1086,1,31,28808.16,181,181,43,43,224,862
143,483,1,12,9398,110,110,25,25,135,348
144,872,1,17,7277,104,104,41,41,145,727
145,434,1,11,10032,145,145,48,48,193,241
146,204,1,2,1682,125,125,23,23,148,56
147,609,1,10,17980,120,120,36,36,156,453
148,177,1,8,11544.5,25,25,4,4,29,148
149,126,1,16,8426,36,36,45,45,81,45
150,279,1,22,18984.5,88,88,28,28,116,163
151,374,1,7,6907,64,64,35,35,99,275
152,839,1,46,21360.55,149,149,100,100,249,590
153,338,1,25,15298,142,142,77,77,219,119
154,544,1,17,8549.05,98,98,19,19,117,427
155,317,1,17,59839.91,132,132,49,49,181,136
156,213,1,23,14257.46,66,66,52,52,118,95
157,103,1,3,5891.25,49,49,24,24,73,30
158,891,1,15,4831,81,81,44,44,125,766
159,691,1,30,24684.8,64,64,17,17,81,610
160,379,1,10,19713,100,100,37,37,137,242
161,219,1,5,6693,92,92,21,21,113,106
162,203,1,7,4495,99,99,11,11,110,93
163,31,1,8,11567,17,17,13,13,30,1
164,413,1,27,109764.56,36,36,31,31,67,346
165,33,1,10,17688,13,13,12,12,25,8
166,201,1,2,7825,85,85,56,56,141,60
167,261,1,7,10594,58,58,31,31,89,172
168,213,1,8,11371,80,80,83,83,163,50
169,383,1,24,16098.5,45,45,19,19,64,319
170,763,1,28,31149.01,412,412,79,79,491,272
171,392,1,20,3970.98,90,90,32,32,122,270
172,554,1,26,24752,63,63,37,37,100,454
173,378,1,5,18796.25,138,138,53,53,191,187
174,622,1,11,10019.4,129,129,52,52,181,441
175,496,1,31,33531.74,184,184,72,72,256,240
176,100,1,8,6295.5,58,58,17,17,75,25
177,287,1,26,33077,169,169,56,56,225,62
178,757,1,54,51763.13,86,86,13,13,99,658
179,77,1,6,3682.75,33,33,11,11,44,33
180,149,1,19,32702.91,44,44,56,56,100,49
181,757,1,28,10078.29,85,85,22,22,107,650
182,189,1,,,82,82,18,18,100,89
183,130,1,3,6389,53,53,16,16,69,61
184,415,1,14,6494.12,134,134,47,47,181,234
185,456,1,44,37260.73,229,229,48,48,277,179
186,309,1,4,11134.5,94,94,26,26,120,189
187,60,1,5,15229,54,54,5,5,59,1
188,503,1,12,7570,102,102,88,88,190,313
189,524,1,8,3751.91,143,143,59,59,202,322
190,291,1,11,6388.67,67,67,31,31,98,193
191,522,1,20,23675.36,46,46,17,17,63,459
192,1381,1,19,8494.25,183,183,80,80,263,1118
193,354,1,14,7176,154,154,44,44,198,156
194,311,1,4,2415,87,87,34,34,121,190
195,482,1,15,22129.65,112,112,27,27,139,343
196,402,1,9,1544.75,77,77,21,21,98,304
197,218,1,18,12635.9,56,56,33,33,89,129
198,735,1,36,33524.27,226,226,67,67,293,442
199,341,1,18,13758,64,64,45,45,109,232
200,40,1,8,5156,18,18,13,13,31,9
201,302,1,7,8702.75,113,113,26,26,139,163
202,298,1,8,13130,72,72,29,29,101,197
203,763,1,12,3943.5,91,91,41,41,132,631
204,529,1,10,18149,131,131,63,63,194,335
205,399,1,12,5208,189,189,41,41,230,169
206,568,1,13,6694,94,94,25,25,119,449
207,183,1,7,11245.25,80,80,45,45,125,58
208,219,1,8,8238.5,42,42,7,7,49,170
209,344,1,8,3107.75,62,62,10,10,72,272
210,527,1,13,9445,218,218,61,61,279,248
211,329,1,14,28397.75,133,133,38,38,171,158
212,424,1,5,3495.25,66,66,14,14,80,344
213,810,1,12,7064.28,180,180,104,104,284,526
214,1248,1,32,28517.3,140,140,28,28,168,1080
215,764,1,9,3714.25,155,155,51,51,206,558
216,885,1,65,30386.65,417,417,129,129,546,339
217,776,1,38,36442.07,94,94,64,64,158,618
218,698,1,43,27518.05,227,227,132,132,359,339
219,256,1,19,15256,114,114,41,41,155,101
220,1392,1,51,32964.85,264,264,93,93,357,1035
221,249,1,3,2885,85,85,11,11,96,153
222,92,1,6,3650,67,67,9,9,76,16
223,298,1,10,15860,135,135,57,57,192,106
224,231,1,4,10039,119,119,21,21,140,91
225,214,1,12,41591,61,61,51,51,112,102
226,676,1,29,16776.75,109,109,50,50,159,517
227,963,1,38,25082.89,200,200,59,59,259,704
228,179,1,2,1152,103,103,19,19,122,57
229,359,1,19,8110.76,76,76,23,23,99,260
230,274,1,8,5473.25,76,76,38,38,114,160
231,1070,1,26,14133.15,407,407,58,58,465,605
232,765,1,24,6916.74,167,167,41,41,208,557
233,1199,1,24,11099.56,346,346,91,91,437,762
234,220,1,8,13288,65,65,24,24,89,131
235,58,1,12,17969,62,62,41,41,103,-45
236,223,1,10,2805.95,117,117,23,23,140,83
237,206,1,8,3943,104,104,18,18,122,84
238,236,1,8,8305.9,61,61,14,14,75,161
239,282,1,8,4291.82,104,104,28,28,132,150
240,99,1,14,9753.25,60,60,15,15,75,24
241,365,1,4,2383,146,146,10,10,156,209
242,41,1,6,11513.4,14,14,12,12,26,15
243,106,1,9,28139,27,27,35,35,62,44
244,470,1,18,41245,82,82,41,41,123,347
245,203,1,12,3731.25,72,72,29,29,101,102
246,149,1,6,27428,173,173,47,47,220,-71
247,370,1,3,2634,129,129,28,28,157,213
248,260,1,1,425,190,190,17,17,207,53
249,1043,1,13,9524,559,559,85,85,644,399
250,108,1,27,70273.04,31,31,20,20,51,57
251,,,15,15020,72,72,23,23,95,
252,,,1,100000,,,,,0,
253,,,1,11000,,,,,0,
254,,,1,4480,,,1,1,1,
255,,,2,100,7,7,2,2,9,
256,,,1,450,,,,,0,
257,,,1,60.45,,,,,0,
258,,,1,1200,8,8,3,3,11,
259,,,2,1455,23,23,1,1,24,
260,,,1,650,,,3,3,3,
261,,,1,4050,,,,,0,
262,,,1,430,,,,,0,
263,,,1,349,,,,,0,
264,,,1,0,,,,,0,
265,,,1,50,18,18,4,4,22,
266,,,2,3390,15,15,9,9,24,
267,,,1,50,2,2,1,1,3,
268,,,1,2660,1,1,,,1,
269,,,1,715,20,20,6,6,26,
270,,,2,930,,,,,0,
271,,,1,381,,,3,3,3,
272,,,1,50,,,1,1,1,
273,,,1,540.6,5,5,2,2,7,
274,,,4,2625,4,4,5,5,9,
275,,,1,3711,18,18,12,12,30,
276,,,1,500,,,,,0,
277,,,1,50,,,1,1,1,
278,,,1,5170,,,,,0,
279,,,1,545,21,21,2,2,23,
280,,,1,850,21,21,4,4,25,
281,,,4,4599,154,154,11,11,165,
282,,,1,310,17,17,1,1,18,
283,,,1,370,13,13,3,3,16,
284,,,1,600,3,3,1,1,4,
285,,,1,75,,,,,0,
286,,,4,4394.55,4,4,,,4,
287,,,1,591,2,2,1,1,3,
288,,,1,50,17,17,2,2,19,
289,,,2,1950,,,,,0,
290,,,1,800,8,8,11,11,19,
291,,,2,200,10,10,18,18,28,
292,,,6,37722.5,,,,,0,
293,,,2,41875,,,,,0,
294,,,1,0,5,5,,,5,
295,,,3,5318.5,15,15,27,27,42,
296,,,1,199,6,6,8,8,14,
297,,,1,281,16,16,1,1,17,
298,,,2,1389,10,10,2,2,12,
299,,,1,50,30,30,8,8,38,
300,,,4,6356.12,5,5,5,5,10,
301,,,1,294,32,32,10,10,42,
302,,,2,10512.75,63,63,22,22,85,
303,,,1,24.5,8,8,7,7,15,
304,,,1,2440,3,3,2,2,5,
305,,,1,350,22,22,4,4,26,
306,,,2,879,7,7,2,2,9,
307,,,1,425,49,49,16,16,65,
308,,,1,0,6,6,2,2,8,
309,,,1,37052,,,,,0,
310,,,3,1391,29,29,5,5,34,
311,,,1,4125,,,1,1,1,
312,,,3,2950,10,10,24,24,34,
313,,,1,499,12,12,1,1,13,
314,,,1,9810,2,2,,,2,
315,,,1,2477,,,,,0,
316,,,1,1070,12,12,4,4,16,
317,,,3,1609.6,5,5,,,5,
318,,,1,285,,,,,0,
319,,,3,6554.5,13,13,5,5,18,
320,,,1,300,,,,,0,
321,,,2,1161,37,37,3,3,40,
322,,,1,365,9,9,5,5,14,
323,,,1,291,21,21,6,6,27,
324,,,4,3769,46,46,28,28,74,
325,,,1,420,17,17,5,5,22,
326,,,3,1689,17,17,2,2,19,
327,,,2,1406,1,1,,,1,
328,,,1,120,1,1,,,1,
329,,,3,765,5,5,8,8,13,
330,,,3,2403,27,27,8,8,35,
331,,,1,780,12,12,12,12,24,
332,,,4,2263,3,3,,,3,
333,,,1,9800,,,,,0,
334,,,1,400,,,,,0,
335,,,1,3300,51,51,8,8,59,
336,,,1,21700,,,,,0,
337,,,1,4270,,,,,0,
338,,,1,649,11,11,3,3,14,
339,,,10,4189,45,45,12,12,57,
340,,,1,829,3,3,2,2,5,
341,,,1,275,1,1,,,1,
342,,,1,1650,,,,,0,
343,,,1,159,12,12,4,4,16,
344,,,2,914,27,27,2,2,29,
345,,,4,523,16,16,12,12,28,
346,,,1,440,72,72,5,5,77,
347,,,1,225,5,5,6,6,11,
348,,,1,271,1,1,,,1,
349,,,1,45.5,61,61,26,26,87,
350,,,1,413,2,2,2,2,4,
351,,,1,250,10,10,7,7,17,
352,,,2,810.98,23,23,6,6,29,
353,,,1,0,53,53,14,14,67,
354,,,3,2778,2,2,,,2,
355,,,2,207.59,17,17,64,64,81,
356,,,1,70,14,14,1,1,15,
357,,,6,7485.9,40,40,6,6,46,
358,,,1,475,2,2,5,5,7,
359,,,4,1925.5,75,75,16,16,91,
360,,,3,132,16,16,21,21,37,
361,,,2,928,8,8,5,5,13,
362,,,2,1148,10,10,,,10,
363,,,5,4628,13,13,6,6,19,
364,,,5,2707,15,15,2,2,17,
365,,,11,10036,5,5,7,7,12,
366,,,10,5838,56,56,19,19,75,
367,,,1,29.7,,,1,1,1,
368,,,3,1832,42,42,5,5,47,
369,,,18,54810.25,49,49,49,49,98,
370,,,2,700,,,1,1,1,
371,,,1,649,1,1,,,1,
372,,,7,7613.8,28,28,15,15,43,
373,,,15,28467.25,27,27,19,19,46,
374,,,2,79425,,,,,0,
375,,,6,2900,42,42,11,11,53,
376,,,1,0,8,8,19,19,27,
377,,,2,1929,13,13,6,6,19,
378,,,7,3532,38,38,27,27,65,
379,,,3,1815,31,31,6,6,37,
380,,,2,5250,7,7,5,5,12,
381,,,7,3151.25,33,33,5,5,38,
382,,,6,8092.5,5,5,27,27,32,
383,,,1,300,5,5,,,5,
384,,,1,299,14,14,1,1,15,
385,,,3,5613,7,7,4,4,11,
386,,,2,236,3,3,14,14,17,
387,,,1,8900,14,14,3,3,17,
388,,,2,212.8,,,3,3,3,
389,,,9,16715.8,44,44,13,13,57,
390,,,4,8866.5,7,7,1,1,8,
391,,,2,870,6,6,2,2,8,
392,,,1,0,9,9,8,8,17,
393,,,1,1200,4,4,2,2,6,
394,,,1,880,18,18,6,6,24,
395,,,2,663,32,32,7,7,39,
396,,,4,875,6,6,3,3,9,
397,,,1,50,4,4,17,17,21,
398,,,3,198.5,16,16,5,5,21,
399,,,2,529.85,18,18,6,6,24,
400,,,1,225,,,,,0,
401,,,4,811.15,2,2,4,4,6,
402,,,2,45.5,3,3,13,13,16,
403,,,1,869,8,8,1,1,9,
404,,,1,1690,38,38,4,4,42,
405,,,1,220,,,,,0,
406,,,1,275,17,17,,,17,
407,,,1,1715.4,18,18,11,11,29,
408,,,3,3813,57,57,22,22,79,
409,,,1,1090,14,14,4,4,18,
410,,,3,12252,10,10,4,4,14,
411,,,1,4900,16,16,8,8,24,
412,,,2,52,6,6,6,6,12,
413,,,3,1243,5,5,2,2,7,
414,,,1,645,3,3,,,3,
415,,,1,1799,1,1,,,1,
416,,,1,100,,,,,0,
417,,,7,5238.8,97,97,36,36,133,
418,,,1,1250,15,15,,,15,
419,,,3,460561.75,,,,,0,
420,,,5,4670.4,9,9,3,3,12,
421,,,4,27411.48,4,4,15,15,19,
422,,,6,8177,83,83,47,47,130,
423,,,2,422672,,,,,0,
424,,,4,7161.1,12,12,4,4,16,
425,,,11,6257,64,64,21,21,85,
426,,,24,26358.9,224,224,26,26,250,
427,,,2,823,22,22,4,4,26,
428,,,2,3389,44,44,4,4,48,
429,,,1,196,37,37,24,24,61,
430,,,2,400,34,34,33,33,67,
431,,,2,3766.75,21,21,,,21,
432,,,1,291,1,1,,,1,
433,,,1,779,7,7,1,1,8,
434,,,1,70,7,7,6,6,13,
435,,,1,2160,1,1,7,7,8,
436,,,2,33000,2,2,,,2,
437,,,2,1704,11,11,1,1,12,
438,,,3,9223.5,7,7,6,6,13,
439,,,3,12479,6,6,4,4,10,
440,,,2,126,49,49,28,28,77,
441,,,1,12500,11,11,1,1,12,
442,,,2,2100,13,13,16,16,29,
443,,,1,294,13,13,8,8,21,
444,,,3,1578,44,44,37,37,81,
445,,,4,1973,37,37,43,43,80,
446,,,2,5947.6,7,7,11,11,18,
447,,,1,6125,,,,,0,
448,,,4,6832,39,39,18,18,57,
449,,,1,276,5,5,2,2,7,
450,,,1,350,20,20,5,5,25,
451,,,1,679,,,,,0,
452,,,6,2562.3,77,77,16,16,93,
453,,,4,3319,7,7,3,3,10,
454,,,2,832.8,3,3,2,2,5,
455,,,1,225,,,,,0,
456,,,2,804,,,,,0,
457,,,1,399,22,22,17,17,39,
458,,,1,249,8,8,3,3,11,
459,,,2,935,9,9,2,2,11,
460,,,6,4800,30,30,7,7,37,
461,,,3,2362,8,8,1,1,9,
462,,,1,485,16,16,8,8,24,
463,,,1,961,9,9,1,1,10,
464,,,15,16949.65,44,44,34,34,78,
465,,,1,490,12,12,12,12,24,
466,,,1,345,7,7,3,3,10,
467,,,1,50,13,13,3,3,16,
468,,,4,1628,7,7,10,10,17,
469,,,2,541,4,4,1,1,5,
470,,,3,3465,63,63,7,7,70,
471,,,3,1025,7,7,13,13,20,
472,,,1,750,17,17,9,9,26,
473,,,4,5498,52,52,13,13,65,
474,,,1,150,11,11,11,11,22,
475,,,2,3398.99,20,20,3,3,23,
476,,,6,3532,80,80,38,38,118,
477,,,3,1567,128,128,75,75,203,
478,,,1,15695,,,,,0,
479,,,3,17164.7,30,30,5,5,35,
480,,,10,6108,20,20,4,4,24,
481,,,1,425,33,33,9,9,42,
482,,,3,39,20,20,3,3,23,
483,,,4,698.55,50,50,21,21,71,
484,,,1,950,9,9,3,3,12,
485,,,1,77.35,2,2,6,6,8,
486,,,1,3646.5,,,4,4,4,
487,,,14,6561.45,,,,,0,
488,,,1,65.45,3,3,18,18,21,
489,,,6,1868,4,4,2,2,6,
490,,,4,4620.4,16,16,10,10,26,
491,,,1,500,,,2,2,2,
492,,,2,3810,26,26,7,7,33,
493,,,5,5328.9,13,13,22,22,35,
494,,,5,6677,40,40,30,30,70,
495,,,5,1328.6,,,,,0,
496,,,1,7,26,26,2,2,28,
497,,,6,3847.65,16,16,8,8,24,
498,,,4,2820,45,45,20,20,65,
499,,,3,2512,52,52,13,13,65,
500,,,2,825,8,8,,,8,
501,,,3,1334,50,50,11,11,61,
502,,,1,525,3,3,1,1,4,
503,,,2,4164,36,36,9,9,45,
504,,,1,600000,24,24,3,3,27,
505,,,3,5090,105,105,10,10,115,
506,,,2,1025,88,88,28,28,116,
507,,,3,588,67,67,17,17,84,
508,,,4,993.25,47,47,3,3,50,
509,,,4,1354,60,60,11,11,71,
510,,,1,1875,27,27,5,5,32,
511,,,8,52461,92,92,27,27,119,
512,,,6,6225,26,26,2,2,28,
513,,,4,1486,77,77,23,23,100,
514,,,1,400,4,4,1,1,5,
515,,,3,1410,91,91,17,17,108,
516,,,10,5706.75,29,29,27,27,56,
517,,,8,2291.5,33,33,5,5,38,
518,,,2,1724,30,30,15,15,45,
519,,,2,301,8,8,1,1,9,
520,,,1,825,4,4,1,1,5,
521,,,1,1091,9,9,15,15,24,
522,,,5,1068,45,45,9,9,54,
523,,,1,1030,13,13,3,3,16,
524,,,23,569436.23,19,19,25,25,44,
525,,,3,775,112,112,27,27,139,
526,,,1,201,3,3,10,10,13,
527,,,1,324,3,3,2,2,5,
528,,,1,420,30,30,6,6,36,
529,,,2,1358,3,3,,,3,
530,,,4,1615,29,29,15,15,44,
531,,,1,225,33,33,13,13,46,
532,,,1,14,11,11,6,6,17,
533,,,3,384.5,30,30,9,9,39,
534,,,1,599,13,13,2,2,15,
535,,,1,1879,23,23,6,6,29,
536,,,1,451,33,33,3,3,36,
537,,,3,809,34,34,10,10,44,
538,,,6,7007.15,1,1,,,1,
539,,,8,2425,59,59,31,31,90,
540,,,1,1900,2,2,4,4,6,
541,,,1,249,3,3,2,2,5,
542,,,2,754,12,12,2,2,14,
543,,,1,115,5,5,,,5,
544,,,1,490,19,19,3,3,22,
545,,,1,241,1,1,,,1,
546,,,1,300000,,,,,0,
547,,,1,650,,,,,0,
548,,,3,2529.45,22,22,8,8,30,
549,,,11,5662.5,65,65,29,29,94,
550,,,3,1488,63,63,14,14,77,
551,,,3,745,48,48,17,17,65,
552,,,1,150,5,5,2,2,7,
553,,,1,220,39,39,6,6,45,
554,,,2,869.4,10,10,2,2,12,
555,,,1,690,5,5,1,1,6,
556,,,1,15900,,,,,0,
557,,,4,1629,7,7,3,3,10,
558,,,1,629,,,,,0,
559,,,1,410,10,10,1,1,11,
560,,,1,4800,8,8,2,2,10,
561,,,2,22570,2,2,1,1,3,
562,,,2,1619,154,154,21,21,175,
563,,,1,229,6,6,,,6,
564,,,1,0,14,14,2,2,16,
565,,,18,20127.8,39,39,10,10,49,
566,,,2,1171,151,151,15,15,166,
567,,,1,499,14,14,8,8,22,
568,,,1,262,4,4,3,3,7,
569,,,1,2486,24,24,11,11,35,
570,,,1,24900,,,,,0,
571,,,2,1077,43,43,11,11,54,
572,,,1,900,16,16,1,1,17,
573,,,2,50,25,25,1,1,26,
574,,,1,137.94,19,19,1,1,20,
575,,,4,13070.7,4,4,2,2,6,
576,,,2,1585,41,41,12,12,53,
577,,,10,3595,128,128,36,36,164,
578,,,1,0,37,37,15,15,52,
579,,,3,37.2,55,55,11,11,66,
580,,,1,890,1,1,1,1,2,
581,,,2,14,12,12,3,3,15,
582,,,21,18749,139,139,51,51,190,
583,,,1,390,14,14,1,1,15,
584,,,1,50,4,4,2,2,6,
585,,,1,350,8,8,6,6,14,
586,,,2,1642,50,50,34,34,84,
587,,,2,349,39,39,8,8,47,
588,,,2,7650,19,19,20,20,39,
589,,,2,2826.56,7,7,5,5,12,
590,,,1,50,12,12,8,8,20,
591,,,3,3885,23,23,3,3,26,
592,,,2,779,8,8,2,2,10,
593,,,4,3525.75,50,50,12,12,62,
594,,,1,488,2,2,2,2,4,
595,,,11,2309.61,15,15,1,1,16,
596,,,1,538,21,21,7,7,28,
597,,,1,29.1,2,2,3,3,5,
598,,,1,690,81,81,17,17,98,
599,,,5,6018,5,5,,,5,
600,,,1,319,2,2,,,2,
601,,,1,895,12,12,2,2,14,
602,,,1,0,20,20,2,2,22,
603,,,1,8850,8,8,1,1,9,
604,,,3,297,,,2,2,2,
605,,,4,5779,52,52,1,1,53,
606,,,1,700,17,17,1,1,18,
607,,,2,891.9,31,31,14,14,45,
608,,,1,250,1,1,,,1,
609,,,2,929,46,46,3,3,49,
610,,,1,2913,32,32,4,4,36,
611,,,1,10500,1,1,3,3,4,
612,,,1,179,,,,,0,
613,,,3,1641.5,15,15,7,7,22,
614,,,3,1867,43,43,8,8,51,
615,,,14,16063.5,97,97,35,35,132,
616,,,7,2656,28,28,22,22,50,
617,,,1,269,67,67,7,7,74,
618,,,2,527,1,1,,,1,
619,,,7,7585,46,46,7,7,53,
620,,,8,4018,35,35,21,21,56,
621,,,10,5143,13,13,7,7,20,
622,,,4,2750,72,72,20,20,92,
623,,,7,1343,138,138,13,13,151,
624,,,4,1058.6,65,65,11,11,76,
625,,,2,140,2,2,5,5,7,
626,,,2,950,9,9,,,9,
627,,,4,3444,19,19,6,6,25,
628,,,1,327,9,9,10,10,19,
629,,,3,1749,52,52,13,13,65,
630,,,1,0,1,1,11,11,12,
631,,,5,1203,21,21,,,21,
632,,,1,300,,,,,0,
633,,,2,64,18,18,3,3,21,
634,,,3,880,8,8,6,6,14,
635,,,1,379,25,25,11,11,36,
636,,,1,789,9,9,,,9,
637,,,2,524,28,28,6,6,34,
638,,,1,295,6,6,1,1,7,
639,,,1,799,15,15,3,3,18,
640,,,2,46357,,,,,0,
641,,,1,389,39,39,6,6,45,
642,,,1,750,26,26,4,4,30,
643,,,1,119,10,10,10,10,20,
644,,,2,10091,64,64,21,21,85,
645,,,1,1100,27,27,2,2,29,
646,,,1,615,12,12,,,12,
647,,,1,289,5,5,2,2,7,
648,,,1,299,65,65,17,17,82,
649,,,1,1857.41,32,32,3,3,35,
650,,,1,141,7,7,6,6,13,
651,,,2,9705,19,19,1,1,20,
652,,,1,925,8,8,,,8,
653,,,4,1766,68,68,8,8,76,
654,,,2,1148,50,50,6,6,56,
655,,,1,119,12,12,,,12,
656,,,1,200,12,12,7,7,19,
657,,,9,2591,11,11,13,13,24,
658,,,1,640,16,16,20,20,36,
659,,,3,472,14,14,,,14,
