ID,OfficialViols,AEP,RepairCount,RepairCost,ClassB_count,ClassB,ClassC_count,ClassC,SumViols,ViolsDiff
36523,,,2,3298,1,1,,,1,
36524,,,2,1578,10,10,4,4,14,
36525,,,3,2414,48,48,12,12,60,
36526,,,2,4202,27,27,3,3,30,
36527,,,1,50,3,3,4,4,7,
36528,,,1,495,6,6,2,2,8,
36529,,,1,1153,17,17,3,3,20,
36530,,,1,598,15,15,6,6,21,
36531,,,1,740,9,9,4,4,13,
36532,,,4,2428.75,26,26,,,26,
36533,,,1,875,20,20,1,1,21,
36534,,,1,3600,,,,,0,
36535,,,1,880,,,,,0,
36536,,,1,22722,,,,,0,
36537,,,7,3336.74,,,,,0,
36538,,,5,4105.4,51,51,33,33,84,
36539,,,1,27,,,,,0,
36540,,,1,13.05,15,15,2,2,17,
36541,,,1,3065,,,,,0,
36542,,,1,23.1,1,1,2,2,3,
36543,,,1,18.75,8,8,8,8,16,
36544,,,1,10.28,4,4,12,12,16,
36545,,,1,4340,6,6,1,1,7,
36546,,,2,872,16,16,5,5,21,
36547,,,1,1,3,3,,,3,
36548,,,4,8450,6,6,9,9,15,
36549,,,6,16437.3,33,33,30,30,63,
36550,,,1,1714.5,,,,,0,
36551,,,4,62711,4,4,,,4,
36552,,,2,87.3,15,15,4,4,19,
36553,,,3,88.8,,,3,3,3,
36554,,,1,150,2,2,6,6,8,
36555,,,1,336,2,2,3,3,5,
36556,,,1,270,,,2,2,2,
36557,,,1,130,,,5,5,5,
36558,,,3,3334.4,,,,,0,
36559,,,1,1,,,,,0,
36560,,,1,1875,9,9,,,9,
36561,,,2,581.28,,,,,0,
36562,,,1,15,17,17,1,1,18,
36563,,,2,557,20,20,4,4,24,
36564,,,3,416,,,,,0,
36565,,,5,61950,,,,,0,
36566,,,1,17.4,,,1,1,1,
36567,,,2,519.25,22,22,3,3,25,
36568,,,1,890,2,2,1,1,3,
36569,,,6,8400,22,22,6,6,28,
36570,,,5,1871.4,6,6,2,2,8,
36571,,,1,321,18,18,3,3,21,
36572,,,1,670,14,14,1,1,15,
36573,,,1,350,10,10,4,4,14,
36574,,,3,2919.4,62,62,6,6,68,
36575,,,1,492,10,10,3,3,13,
36576,,,7,802.25,37,37,24,24,61,
36577,,,4,558.75,20,20,4,4,24,
36578,,,2,1170,42,42,3,3,45,
36579,,,2,370.68,,,,,0,
36580,,,2,630,95,95,21,21,116,
36581,,,1,1,3,3,,,3,
36582,,,2,2298,133,133,6,6,139,
36583,,,1,8,9,9,3,3,12,
36584,,,10,8034,268,268,23,23,291,
36585,,,1,1,8,8,1,1,9,
36586,,,2,69361,,,,,0,
36587,,,1,69800,,,,,0,
36588,,,2,600,,,,,0,
36589,,,1,600,17,17,,,17,
36590,,,1,50,16,16,2,2,18,
36591,,,8,5396.43,85,85,11,11,96,
36592,,,1,78.75,,,,,0,
36593,,,1,949,23,23,2,2,25,
36594,,,6,4655,6,6,,,6,
36595,,,1,80,11,11,2,2,13,
36596,,,2,965,6,6,3,3,9,
36597,,,1,41.12,19,19,4,4,23,
36598,,,1,1,3,3,17,17,20,
36599,,,4,1120,8,8,8,8,16,
36600,,,1,100,18,18,5,5,23,
36601,,,1,78.75,,,,,0,
36602,,,2,300,2,2,2,2,4,
36603,,,1,4550,,,,,0,
36604,,,1,2470,,,,,0,
36605,,,2,648.94,,,,,0,
36606,,,3,48.75,2,2,5,5,7,
36607,,,2,75,18,18,9,9,27,
36608,,,2,596,12,12,4,4,16,
36609,,,1,1500,,,1,1,1,
36610,,,2,535,59,59,7,7,66,
36611,,,1,400,2,2,,,2,
36612,,,1,15,3,3,,,3,
36613,,,1,15,,,1,1,1,
36614,,,1,8920,5,5,1,1,6,
36615,,,1,7.5,1,1,,,1,
36616,,,1,575,15,15,1,1,16,
36617,,,1,954,19,19,1,1,20,
36618,,,6,5775,10,10,1,1,11,
36619,,,1,100,,,4,4,4,
36620,,,1,1250,24,24,1,1,25,
36621,,,1,4930,2,2,,,2,
36622,,,3,1625,,,,,0,
36623,,,1,973,1,1,2,2,3,
36624,,,5,5,2,2,1,1,3,
36625,,,1,52.5,,,,,0,
36626,,,1,880,9,9,,,9,
36627,,,2,2706.54,4,4,1,1,5,
36628,,,1,360,12,12,9,9,21,
36629,,,5,379,15,15,5,5,20,
36630,,,1,1175,1,1,,,1,
36631,,,1,750,,,,,0,
36632,,,1,550,23,23,1,1,24,
36633,,,1,385,6,6,,,6,
36634,,,1,70,11,11,,,11,
36635,,,5,14732,2,2,6,6,8,
36636,,,1,525,,,,,0,
36637,,,8,8,6,6,5,5,11,
36638,,,1,320,20,20,,,20,
36639,,,1,24.25,2,2,7,7,9,
36640,,,1,210,5,5,1,1,6,
36641,,,1,1082,,,,,0,
36642,,,2,2895,7,7,1,1,8,
36643,,,1,290,14,14,1,1,15,
36644,,,1,50,39,39,10,10,49,
36645,,,2,1033,77,77,10,10,87,
36646,,,1,825,78,78,17,17,95,
36647,,,3,799.25,84,84,12,12,96,
36648,,,1,858,90,90,10,10,100,
36649,,,6,2098,145,145,15,15,160,
36650,,,1,800,59,59,3,3,62,
36651,,,1,16,33,33,3,3,36,
36652,,,1,144,52,52,11,11,63,
36653,,,4,4729,59,59,8,8,67,
36654,,,2,1730,42,42,11,11,53,
36655,,,3,1305,34,34,1,1,35,
36656,,,3,1010,34,34,4,4,38,
36657,,,1,613,32,32,7,7,39,
36658,,,1,275,72,72,1,1,73,
36659,,,1,350,13,13,3,3,16,
36660,,,1,42.35,,,1,1,1,
36661,,,2,29.1,3,3,1,1,4,
36662,,,2,3164,9,9,4,4,13,
36663,,,2,2,1,1,1,1,2,
36664,,,1,400,,,,,0,
36665,,,1,1,,,,,0,
36666,,,1,498,5,5,2,2,7,
36667,,,1,80,2,2,2,2,4,
36668,,,1,489,2,2,,,2,
36669,,,2,452,7,7,,,7,
36670,,,1,924,1,1,5,5,6,
36671,,,1,680,17,17,3,3,20,
36672,,,1,775,,,1,1,1,
36673,,,1,2050,13,13,3,3,16,
36674,,,4,1350,18,18,1,1,19,
36675,,,5,2621,29,29,4,4,33,
36676,,,2,31350,,,,,0,
36677,,,1,50,,,,,0,
36678,,,1,620,4,4,1,1,5,
36679,,,2,832.5,12,12,2,2,14,
36680,,,2,2572,1,1,,,1,
36681,,,3,1189,5,5,3,3,8,
36682,,,3,1123.06,9,9,,,9,
36683,,,4,6215,,,,,0,
36684,,,14,26575,10,10,9,9,19,
36685,,,9,7388.57,5,5,3,3,8,
36686,,,2,696,,,,,0,
36687,,,3,3,18,18,4,4,22,
36688,,,4,1910,5,5,9,9,14,
36689,,,5,8662,17,17,,,17,
36690,,,1,50,130,130,11,11,141,
36691,,,1,550,13,13,,,13,
36692,,,16,515,13,13,4,4,17,
36693,,,2,33461,,,,,0,
36694,,,1,330,1,1,,,1,
36695,,,3,10618,17,17,3,3,20,
36696,,,2,1326,3,3,,,3,
36697,,,9,6428,43,43,9,9,52,
36698,,,1,58,18,18,4,4,22,
36699,,,1,14.55,13,13,6,6,19,
36700,,,1,1000,,,,,0,
36701,,,4,3658,,,,,0,
36702,,,2,2331,,,,,0,
36703,,,1,485,6,6,3,3,9,
36704,,,1,50,43,43,13,13,56,
36705,,,1,17700,,,,,0,
36706,,,2,58,4,4,4,4,8,
36707,,,1,214,18,18,3,3,21,
36708,,,3,1757.45,2,2,,,2,
36709,,,1,281,,,,,0,
36710,,,9,10143.9,,,,,0,
36711,,,1,1980,14,14,3,3,17,
36712,,,1,1289,,,,,0,
36713,,,1,150,7,7,6,6,13,
36714,,,1,389,,,,,0,
36715,,,10,7060.86,35,35,,,35,
36716,,,1,780.11,3,3,2,2,5,
36717,,,2,623,55,55,2,2,57,
36718,,,2,2,,,1,1,1,
36719,,,2,2,1,1,,,1,
36720,,,1,420,,,,,0,
36721,,,2,210,10,10,2,2,12,
36722,,,2,1238.8,13,13,4,4,17,
36723,,,2,1150,28,28,17,17,45,
36724,,,19,13173.13,90,90,43,43,133,
36725,,,1,85,5,5,2,2,7,
36726,,,1,0,2,2,2,2,4,
36727,,,1,550,2,2,3,3,5,
36728,,,2,77.6,2,2,,,2,
36729,,,3,120.75,,,,,0,
36730,,,2,910,,,,,0,
36731,,,2,425,,,,,0,
36732,,,1,699,3,3,,,3,
36733,,,2,16054.5,,,,,0,
36734,,,29,16799.02,30,30,10,10,40,
36735,,,3,1195,,,1,1,1,
36736,,,1,77,,,,,0,
36737,,,1,120750,,,,,0,
36738,,,2,970,4,4,8,8,12,
36739,,,2,2,4,4,14,14,18,
36740,,,1,1,8,8,3,3,11,
36741,,,3,1199,23,23,1,1,24,
36742,,,10,3546.7,58,58,11,11,69,
36743,,,1,34.8,13,13,6,6,19,
36744,,,2,1002,8,8,5,5,13,
36745,,,2,26361,,,,,0,
36746,,,1,47.25,,,,,0,
36747,,,2,1393.5,,,,,0,
36748,,,3,2093,11,11,4,4,15,
36749,,,1,18.75,1,1,2,2,3,
36750,,,1,1,,,,,0,
36751,,,3,1238.7,32,32,8,8,40,
36752,,,1,1344,2,2,,,2,
36753,,,1,15,1,1,2,2,3,
36754,,,2,5867.5,14,14,36,36,50,
36755,,,1,1,4,4,1,1,5,
36756,,,3,1370.94,8,8,,,8,
36757,,,2,4532,11,11,2,2,13,
36758,,,2,1800,44,44,3,3,47,
36759,,,2,110.25,16,16,,,16,
36760,,,4,2416,8,8,8,8,16,
36761,,,2,638,9,9,,,9,
36762,,,1,285,24,24,3,3,27,
36763,,,1,3200,18,18,4,4,22,
36764,,,1,291,,,,,0,
36765,,,1,3990,19,19,4,4,23,
36766,,,1,37.5,,,,,0,
36767,,,1,7369,,,,,0,
36768,,,7,1355.4,12,12,,,12,
36769,,,1,15.4,,,1,1,1,
36770,,,4,1872,9,9,6,6,15,
36771,,,1,50,3,3,2,2,5,
36772,,,1,100,14,14,5,5,19,
36773,,,2,350,,,,,0,
36774,,,1,280,10,10,2,2,12,
36775,,,3,1380,6,6,2,2,8,
36776,,,2,51.4,,,,,0,
36777,,,1,487,20,20,8,8,28,
36778,,,2,1105.34,,,2,2,2,
36779,,,1,67.9,,,,,0,
36780,,,1,33.75,,,,,0,
36781,,,1,15,,,,,0,
36782,,,3,2798,81,81,10,10,91,
36783,,,1,1825,,,1,1,1,
36784,,,2,1630,44,44,4,4,48,
36785,,,2,24.25,4,4,1,1,5,
36786,,,1,50,4,4,,,4,
36787,,,1,8,21,21,6,6,27,
36788,,,13,7136.7,247,247,42,42,289,
36789,,,1,29.1,13,13,1,1,14,
36790,,,1,33.95,,,2,2,2,
36791,,,1,970,7,7,3,3,10,
36792,,,1,20.56,69,69,6,6,75,
36793,,,4,7173.8,102,102,19,19,121,
36794,,,2,25520,,,,,0,
36795,,,4,3197,,,,,0,
36796,,,3,630,46,46,7,7,53,
36797,,,2,445,88,88,10,10,98,
36798,,,7,3737,38,38,5,5,43,
36799,,,1,50,21,21,6,6,27,
36800,,,1,50,5,5,3,3,8,
36801,,,1,2420,,,,,0,
36802,,,1,348,23,23,2,2,25,
36803,,,2,0,28,28,8,8,36,
36804,,,2,57.5,252,252,22,22,274,
36805,,,2,1375,28,28,5,5,33,
36806,,,3,535,19,19,1,1,20,
36807,,,3,1527,83,83,11,11,94,
36808,,,1,290,55,55,6,6,61,
36809,,,1,255,36,36,3,3,39,
36810,,,13,10751.5,186,186,36,36,222,
36811,,,5,1481.7,30,30,4,4,34,
36812,,,4,2701,17,17,8,8,25,
36813,,,1,578,73,73,7,7,80,
36814,,,5,3164,42,42,15,15,57,
36815,,,8,490,40,40,11,11,51,
36816,,,1,415,90,90,9,9,99,
36817,,,6,2362.45,41,41,5,5,46,
36818,,,3,786,24,24,15,15,39,
36819,,,1,1200,30,30,4,4,34,
36820,,,1,970,23,23,4,4,27,
36821,,,4,1960,23,23,6,6,29,
36822,,,1,389,41,41,20,20,61,
36823,,,3,3375,178,178,6,6,184,
36824,,,1,875,9,9,,,9,
36825,,,1,339,3,3,3,3,6,
36826,,,1,890,50,50,2,2,52,
36827,,,1,749,17,17,1,1,18,
36828,,,1,490,9,9,4,4,13,
36829,,,1,1200,37,37,20,20,57,
36830,,,1,185,61,61,4,4,65,
36831,,,3,1816.25,86,86,9,9,95,
36832,,,2,58,44,44,3,3,47,
36833,,,1,885,10,10,10,10,20,
36834,,,2,1211.25,41,41,2,2,43,
36835,,,1,4320,15,15,7,7,22,
36836,,,3,310,16,16,7,7,23,
36837,,,3,1716,41,41,17,17,58,
36838,,,3,1336.55,7,7,,,7,
36839,,,3,776.03,17,17,2,2,19,
36840,,,2,33.95,3,3,2,2,5,
36841,,,1,8920,,,4,4,4,
36842,,,1,538,8,8,1,1,9,
36843,,,5,1911,33,33,6,6,39,
36844,,,1,849,17,17,2,2,19,
36845,,,2,62,56,56,13,13,69,
36846,,,4,2494,46,46,6,6,52,
36847,,,1,26.25,8,8,,,8,
36848,,,2,410,16,16,2,2,18,
36849,,,1,895,21,21,2,2,23,
36850,,,1,37.5,2,2,1,1,3,
36851,,,4,935,17,17,1,1,18,
36852,,,3,2803.24,47,47,16,16,63,
36853,,,6,2847.56,20,20,3,3,23,
36854,,,2,30,,,1,1,1,
36855,,,1,15,2,2,,,2,
36856,,,3,2750,17,17,5,5,22,
36857,,,3,3169.25,31,31,1,1,32,
36858,,,1,175,,,,,0,
36859,,,2,1277.25,18,18,9,9,27,
36860,,,8,5310.84,65,65,4,4,69,
36861,,,1,184,3,3,2,2,5,
36862,,,15,3072.5,153,153,43,43,196,
36863,,,6,2872.8,37,37,12,12,49,
36864,,,1,48.5,,,,,0,
36865,,,4,899.75,18,18,12,12,30,
36866,,,1,499,48,48,3,3,51,
36867,,,1,160,24,24,17,17,41,
36868,,,7,2490.9,23,23,12,12,35,
36869,,,1,185,40,40,4,4,44,
36870,,,1,7900,15,15,,,15,
36871,,,10,6014.91,7,7,1,1,8,
36872,,,2,6400,,,,,0,
36873,,,1,589,3,3,1,1,4,
36874,,,1,838,10,10,2,2,12,
36875,,,2,1714.55,24,24,1,1,25,
36876,,,1,650,90,90,14,14,104,
36877,,,2,50,,,2,2,2,
36878,,,2,2460,11,11,3,3,14,
36879,,,1,580,,,,,0,
36880,,,2,1055,,,,,0,
36881,,,4,57417,,,,,0,
36882,,,3,1760,39,39,2,2,41,
36883,,,1,349,5,5,9,9,14,
36884,,,2,67861,,,,,0,
36885,,,2,2,1,1,,,1,
36886,,,1,750,,,,,0,
36887,,,1,50,3,3,,,3,
36888,,,6,1877.4,46,46,31,31,77,
36889,,,1,689,87,87,9,9,96,
36890,,,1,10844,,,,,0,
36891,,,1,50,6,6,2,2,8,
36892,,,1,525.13,1,1,,,1,
36893,,,1,19.4,,,,,0,
36894,,,1,441,2,2,2,2,4,
36895,,,1,14000,,,,,0,
36896,,,1,50,,,,,0,
36897,,,1,575,7,7,2,2,9,
36898,,,1,1150,5,5,,,5,
36899,,,5,5,7,7,1,1,8,
36900,,,2,98.5,10,10,6,6,16,
36901,,,3,802.48,3,3,7,7,10,
36902,,,2,1995,,,,,0,
36903,,,2,990,177,177,7,7,184,
36904,,,2,34436,,,,,0,
36905,,,1,750,8,8,1,1,9,
36906,,,1,9740,,,,,0,
36907,,,3,5317.6,4,4,2,2,6,
36908,,,8,9308,1,1,,,1,
36909,,,1,166.72,5,5,1,1,6,
36910,,,1,1160,9,9,4,4,13,
36911,,,2,755,33,33,9,9,42,
36912,,,2,310,8,8,19,19,27,
36913,,,3,580,54,54,19,19,73,
36914,,,1,19.25,,,,,0,
36915,,,1,0,,,,,0,
36916,,,1,78000,,,,,0,
36917,,,2,9650,1,1,,,1,
36918,,,3,2893.28,4,4,,,4,
36919,,,2,1047,,,,,0,
36920,,,1,1,1,1,1,1,2,
36921,,,1,50,11,11,2,2,13,
36922,,,1,1110,13,13,7,7,20,
36923,,,2,3350,13,13,3,3,16,
36924,,,1,1082,1,1,,,1,
36925,,,1,2725,24,24,5,5,29,
36926,,,1,1894,3,3,2,2,5,
36927,,,3,1876,6,6,9,9,15,
36928,,,4,2128,3,3,2,2,5,
36929,,,1,1890,,,,,0,
36930,,,1,1975,106,106,12,12,118,
36931,,,4,2345.75,42,42,7,7,49,
36932,,,1,375,6,6,2,2,8,
36933,,,3,672.76,32,32,3,3,35,
36934,,,2,1206.25,13,13,7,7,20,
36935,,,2,800.4,20,20,5,5,25,
36936,,,4,1449,24,24,16,16,40,
36937,,,8,8519.52,49,49,16,16,65,
36938,,,1,1500,1,1,5,5,6,
36939,,,1,242,1,1,,,1,
36940,,,1,126,3,3,3,3,6,
36941,,,1,288,9,9,5,5,14,
36942,,,5,3762.56,,,,,0,
36943,,,2,2,1,1,,,1,
36944,,,1,25000,,,,,0,
36945,,,7,1590,6,6,,,6,
36946,,,4,3682.15,30,30,4,4,34,
36947,,,1,189,4,4,2,2,6,
36948,,,2,180,3,3,3,3,6,
36949,,,2,303,37,37,8,8,45,
36950,,,4,469.15,2,2,13,13,15,
36951,,,49,65739.4,90,90,110,110,200,
36952,,,1,50,9,9,13,13,22,
36953,,,9,4394.7,16,16,3,3,19,
36954,,,13,26235.25,16,16,11,11,27,
36955,,,1,589,,,,,0,
36956,,,1,820,5,5,2,2,7,
36957,,,1,36,6,6,5,5,11,
36958,,,4,4650,114,114,8,8,122,
36959,,,1,150,1,1,,,1,
36960,,,1,1190,,,,,0,
36961,,,6,6,3,3,,,3,
36962,,,1,150,,,4,4,4,
36963,,,2,79826,,,,,0,
36964,,,1,18.75,38,38,6,6,44,
36965,,,2,6273,1,1,,,1,
36966,,,2,1997,,,,,0,
36967,,,7,7,7,7,,,7,
36968,,,1,480,8,8,1,1,9,
36969,,,2,1272,6,6,3,3,9,
36970,,,3,2786,,,,,0,
36971,,,1,385,,,,,0,
36972,,,1,489,21,21,1,1,22,
36973,,,8,26343,16,16,8,8,24,
36974,,,1,980,,,2,2,2,
36975,,,3,3,,,1,1,1,
36976,,,1,420,5,5,1,1,6,
36977,,,3,599,20,20,3,3,23,
36978,,,3,3,1,1,1,1,2,
36979,,,1,1279,,,,,0,
36980,,,1,275,11,11,3,3,14,
36981,,,3,20509,1,1,2,2,3,
36982,,,1,11000,2,2,,,2,
36983,,,1,3100,,,,,0,
36984,,,1,14440,,,,,0,
36985,,,1,495,,,,,0,
36986,,,1,863.45,1,1,1,1,2,
36987,,,2,2,10,10,7,7,17,
36988,,,2,6994,,,,,0,
36989,,,1,108,7,7,,,7,
36990,,,1,1085,8,8,3,3,11,
36991,,,1,350,2,2,,,2,
36992,,,1,2300,,,,,0,
36993,,,2,1281,14,14,11,11,25,
36994,,,2,1579,78,78,10,10,88,
36995,,,1,1560,,,,,0,
36996,,,3,3028,121,121,12,12,133,
36997,,,3,1150,,,,,0,
36998,,,1,2842,,,1,1,1,
36999,,,1,690,,,1,1,1,
37000,,,1,50,7,7,4,4,11,
37001,,,1,745,8,8,4,4,12,
37002,,,1,50,12,12,1,1,13,
37003,,,2,19005,6,6,,,6,
37004,,,1,8000,4,4,1,1,5,
37005,,,1,28,1,1,4,4,5,
37006,,,1,7.5,2,2,1,1,3,
37007,,,1,1400,2,2,2,2,4,
37008,,,1,1,1,1,2,2,3,
37009,,,8,3771.56,163,163,12,12,175,
37010,,,1,1485,79,79,23,23,102,
37011,,,2,8750,,,,,0,
37012,,,1,595,43,43,1,1,44,
37013,,,3,1072.4,38,38,,,38,
37014,,,7,10908.44,67,67,11,11,78,
37015,,,1,29.4,17,17,,,17,
37016,,,1,9000,,,,,0,
37017,,,1,9000,,,,,0,
37018,,,1,495,2,2,,,2,
37019,,,2,31509,,,,,0,
37020,,,1,594,,,,,0,
37021,,,1,4000,4,4,,,4,
37022,,,1,924.4,15,15,,,15,
37023,,,2,1997,18,18,3,3,21,
37024,,,1,10.5,,,1,1,1,
37025,,,3,8749.75,,,,,0,
37026,,,1,37.5,14,14,4,4,18,
37027,,,1,50,15,15,1,1,16,
37028,,,1,50,1,1,2,2,3,
37029,,,1,50,17,17,5,5,22,
37030,,,1,2880,2,2,4,4,6,
37031,,,2,70,11,11,4,4,15,
37032,,,2,59.7,14,14,1,1,15,
37033,,,1,50,33,33,3,3,36,
37034,,,8,1529.5,42,42,1,1,43,
37035,,,1,713,7,7,2,2,9,
37036,,,4,116,14,14,11,11,25,
37037,,,2,26.45,4,4,1,1,5,
37038,,,2,150,9,9,5,5,14,
37039,,,4,22669,,,,,0,
37040,,,1,0,,,,,0,
37041,,,3,715,51,51,7,7,58,
37042,,,6,3291.4,101,101,20,20,121,
37043,,,1,1649,1,1,,,1,
37044,,,3,1610,11,11,2,2,13,
37045,,,2,2365,12,12,,,12,
37046,,,1,14.55,27,27,6,6,33,
37047,,,4,2459,27,27,6,6,33,
37048,,,1,315,6,6,2,2,8,
37049,,,2,649,35,35,6,6,41,
37050,,,2,780,24,24,2,2,26,
37051,,,1,963,55,55,7,7,62,
37052,,,1,50,93,93,11,11,104,
37053,,,4,601,17,17,3,3,20,
37054,,,1,9.7,5,5,1,1,6,
37055,,,2,50,3,3,,,3,
37056,,,1,50,32,32,5,5,37,
37057,,,2,814,1,1,2,2,3,
37058,,,4,199.9,15,15,4,4,19,
37059,,,2,1103,45,45,7,7,52,
37060,,,1,2490,2,2,,,2,
37061,,,2,1240,9,9,6,6,15,
37062,,,2,58,19,19,4,4,23,
37063,,,3,25977,,,,,0,
37064,,,1,50,7,7,1,1,8,
37065,,,2,5356.5,32,32,7,7,39,
37066,,,1,538,6,6,5,5,11,
37067,,,4,1960.5,11,11,7,7,18,
37068,,,1,50,6,6,1,1,7,
37069,,,2,50,,,1,1,1,
37070,,,2,2813,,,2,2,2,
37071,,,1,19.4,21,21,1,1,22,
37072,,,1,485,54,54,3,3,57,
37073,,,1,4768,,,,,0,
37074,,,2,1719.4,24,24,5,5,29,
37075,,,2,655,61,61,3,3,64,
37076,,,1,305,8,8,3,3,11,
37077,,,1,40,1,1,1,1,2,
37078,,,1,1372,10,10,7,7,17,
37079,,,2,1251,35,35,3,3,38,
37080,,,3,14515,72,72,9,9,81,
37081,,,3,3327.96,,,,,0,
37082,,,1,510,,,,,0,
37083,,,1,0,,,,,0,
37084,,,1,50,,,1,1,1,
37085,,,1,400,6,6,1,1,7,
37086,,,1,475,5,5,4,4,9,
37087,,,2,1839,85,85,10,10,95,
37088,,,1,290,18,18,1,1,19,
37089,,,2,2875,2,2,2,2,4,
37090,,,1,595,13,13,5,5,18,
37091,,,1,299,7,7,,,7,
37092,,,1,492,7,7,,,7,
37093,,,1,445,32,32,4,4,36,
37094,,,1,4100,5,5,2,2,7,
37095,,,21,10059.24,222,222,39,39,261,
37096,,,1,100,,,,,0,
37097,,,2,3680,32,32,2,2,34,
37098,,,1,985,83,83,12,12,95,
37099,,,1,942,54,54,10,10,64,
37100,,,1,0,3,3,2,2,5,
37101,,,1,980,28,28,1,1,29,
37102,,,1,400,13,13,4,4,17,
37103,,,2,860,20,20,6,6,26,
37104,,,10,5215.7,128,128,22,22,150,
37105,,,11,6854.74,23,23,9,9,32,
37106,,,3,1073.5,9,9,19,19,28,
37107,,,1,900,16,16,4,4,20,
37108,,,2,1513,,,,,0,
37109,,,2,150.35,17,17,26,26,43,
37110,,,2,27,56,56,5,5,61,
37111,,,1,999,44,44,4,4,48,
37112,,,1,0,,,,,0,
37113,,,1,1982,,,1,1,1,
37114,,,2,960,1,1,,,1,
37115,,,3,34999,,,,,0,
37116,,,1,930,22,22,1,1,23,
37117,,,1,9.7,,,,,0,
37118,,,2,1209.7,8,8,1,1,9,
37119,,,4,2153.75,16,16,12,12,28,
37120,,,2,550,25,25,2,2,27,
37121,,,1,50,,,1,1,1,
37122,,,2,8.5,39,39,15,15,54,
37123,,,6,4671,60,60,17,17,77,
37124,,,2,773.5,9,9,6,6,15,
37125,,,1,271,88,88,11,11,99,
37126,,,1,185,21,21,13,13,34,
37127,,,1,21,,,,,0,
37128,,,1,12000,,,,,0,
37129,,,11,15711.9,77,77,22,22,99,
37130,,,5,1681,4,4,3,3,7,
37131,,,6,12667.75,62,62,3,3,65,
37132,,,1,4500,57,57,4,4,61,
37133,,,1,2270,2,2,6,6,8,
37134,,,22,12138.4,246,246,41,41,287,
37135,,,1,50,6,6,2,2,8,
37136,,,8,2237.7,42,42,17,17,59,
37137,,,1,495,1,1,,,1,
37138,,,2,66,73,73,15,15,88,
37139,,,2,1250,11,11,6,6,17,
37140,,,2,1250,17,17,2,2,19,
37141,,,1,12,39,39,11,11,50,
37142,,,3,3,1,1,,,1,
37143,,,1,9600,,,,,0,
37144,,,1,28,,,,,0,
37145,,,11,1262.05,75,75,16,16,91,
37146,,,5,491,18,18,5,5,23,
37147,,,1,19.4,23,23,4,4,27,
37148,,,1,50,10,10,4,4,14,
37149,,,4,747.8,18,18,4,4,22,
37150,,,1,349.05,58,58,26,26,84,
37151,,,1,49011,,,,,0,
37152,,,6,2528,148,148,36,36,184,
37153,,,1,2903,,,,,0,
37154,,,1,3362.5,,,,,0,
37155,,,11,4553,48,48,22,22,70,
37156,,,2,180,30,30,2,2,32,
37157,,,4,314.22,,,,,0,
37158,,,2,2351.5,6,6,5,5,11,
37159,,,2,75.7,4,4,7,7,11,
37160,,,10,10706,4,4,10,10,14,
37161,,,14,28886.56,39,39,22,22,61,
37162,,,1,48,6,6,5,5,11,
37163,,,1,40,,,,,0,
37164,,,2,1169.25,5,5,3,3,8,
37165,,,1,50,14,14,6,6,20,
37166,,,18,12346.3,63,63,44,44,107,
37167,,,1,1,5,5,3,3,8,
37168,,,1,155,6,6,4,4,10,
37169,,,4,17297.6,1,1,1,1,2,
37170,,,1,195,24,24,7,7,31,
37171,,,1,22.5,,,,,0,
37172,,,1,1250,4,4,4,4,8,
37173,,,9,5483.6,30,30,17,17,47,
37174,,,3,221,17,17,5,5,22,
37175,,,5,2419,53,53,7,7,60,
37176,,,1,20,3,3,5,5,8,
37177,,,9,2107.33,11,11,,,11,
37178,,,2,41.12,13,13,3,3,16,
37179,,,4,1712.91,8,8,,,8,
37180,,,2,90,81,81,14,14,95,
37181,,,1,18.75,8,8,5,5,13,
37182,,,3,3943,27,27,13,13,40,
37183,,,1,15,3,3,,,3,
37184,,,1,19.4,4,4,3,3,7,
37185,,,2,94,,,5,5,5,
37186,,,1,0,,,,,0,
37187,,,28,39362,74,74,35,35,109,
37188,,,33,29980.24,45,45,27,27,72,
37189,,,3,1156,7,7,3,3,10,
37190,,,1,375,76,76,8,8,84,
37191,,,14,8111,64,64,54,54,118,
37192,,,1,485,11,11,4,4,15,
37193,,,1,540,3,3,8,8,11,
37194,,,1,11932,,,,,0,
37195,,,1,1258,,,,,0,
37196,,,1,400,,,,,0,
37197,,,4,4,1,1,2,2,3,
37198,,,1,7.5,5,5,4,4,9,
37199,,,3,48.5,1,1,,,1,
37200,,,1,5610,,,,,0,
37201,,,1,480,9,9,4,4,13,
37202,,,1,489,,,2,2,2,
37203,,,3,801,7,7,1,1,8,
37204,,,2,3626.35,20,20,5,5,25,
37205,,,4,4181.5,22,22,14,14,36,
37206,,,1,1524,9,9,2,2,11,
37207,,,5,2574.5,2,2,7,7,9,
37208,,,1,10.28,2,2,2,2,4,
37209,,,4,8323.2,12,12,2,2,14,
37210,,,2,936.75,,,,,0,
37211,,,2,43.65,7,7,4,4,11,
37212,,,2,221,42,42,7,7,49,
37213,,,1,1350,7,7,,,7,
37214,,,1,100,,,,,0,
37215,,,8,15027.06,,,6,6,6,
37216,,,2,1822.5,4,4,1,1,5,
37217,,,2,106,38,38,1,1,39,
37218,,,1,50,,,6,6,6,
37219,,,1,260,4,4,1,1,5,
37220,,,3,4099,9,9,6,6,15,
37221,,,1,0,,,,,0,
37222,,,7,106.7,1,1,,,1,
37223,,,1,50,4,4,1,1,5,
37224,,,1,3110,13,13,4,4,17,
